links,content
https://doj.gov.in/family-court/,"Last updated: 02-07-2024
Setting up of Family Courts and its functioning lies within the domain of State Government in consultation with their respective High Courts. The Family Courts Act, 1984 provides for the establishment of Family Courts by the State Governments in consultation with the High Courts to promote conciliation and secure speedy settlement of disputes relating to marriage and family affairs. As per the Act, it is mandatory for the State Government to set up a Family Court for every city or a town whose population exceeds one million. In other areas of the States, the Family Courts may be set up if the State Governments deems it necessary.
The 14th Finance Commission had recommended setting up 235 Family Courts during 2015-2020 in districts where the same were not available. The Commission also urged State Governments to utilize enhanced fiscal space available through tax devolution (32% to 42%) for this purpose.
836 Family Courts are functional across the country (May 2024)
For more information visit https://dashboard.doj.gov.in/family-court-cases/
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Family Court"
https://dashboard.doj.gov.in/family-court-cases/,"Dashboard
No. of Court Functional
No. of cases disposed during the Month
No. of cases pending
DISCLAIMER: Setting up and functioning of the FTSCs, Family Courts, Special Courts for MP/MLA and Fast Track Courts falls within the domain of State Govt. in consultation with their respective High Courts which are set up as per their need and resources. Information furnished above is as reported by the concerned High Courts.Family Courts & Cases
Dashboard









"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/national-judicial-academy-5/,"Last updated: 09-08-2024
National Judicial Academy, Bhopal (NJA), established in 1993 under the Societies Registration Act, 1860 as an independent society, is fully funded by the Government of India. The mandate of the Academy is to organize trainings to aid the judges in their judging role and in performing of court administration work. In accordance with the Memorandum of Association of NJA, the Governing Council (GC) and the General Body (GB) are established for governing the functioning of NJA. Hon’ble the Chief Justice of India is the Chairperson of both the GC and the GB of NJA.
National Judicial Academy has so far organised a total number of 455 academic programs from the Academic Year 2017 till 30.06.2024 in which 16,402 Judicial Officers, High Court Judges, members of Tribunals and foreign judges participated. These programs also included the Regional Conferences and the Special Events which are the flagship programs of NJA. The Academy has published 22 newsletters from the Academic Year 2017 till 30.06.2024 which cover the academic activities of the Academy.
Training programmes conducted by NJA during last seven years including the current Academic Year:
NJA has executed MoUs with neighbouring countries – Bangladesh, Bhutan, Myanmar and Maldives for providing training and capacity building programs for Judicial Officers of these countries. The details of the trainings provided for Judges of these foreign countries are as under:
Revenue Grants-in Aid (Amount in Rs Cr.)
*Rs.9.50 Cr. has been surrendered in 2021-22
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024National Judicial Academy
-Training programs conducted by NJA
Grants-in Aid to NJA:"
https://nja.gov.in/,"                  
National Judicial Academy India
Knowledge for Justice
 
HISTORY
JOINING INSTRUCTIONS FOR NOMINATED JUDGES
CONCLUDED PROGRAMMES
ITEC PROGRAMMES
INTERNATIONAL COLLABORATIONS
CALENDAR-2024
LIBRARY
OUR-CAMPUS
INDIAN COURTS AND IT
PRACTICES & INITIATIVES OF VARIOUS HIGH COURTS
ARCHIVES
REACH US
Updated on October 13, 2024
NJA EVENTS
OCTOBER 05-06, 2024: NATIONAL CONFERENCE FOR HIGH COURT JUSTICES ON CONSTITUTIONAL REMEDIES AND ADMINISTRATIVE LAW [P-1416]
     
OCTOBER 05-06, 2024: NATIONAL SEMINAR ON CRIMINAL JUSTICE ADMINISTRATION [P-1417]
     
CEELI Institute:

SHORT CLIP ABOUT TRAINING WORKSHOPS WITH INDIAN JUDGES
TRAINING SCHEDULES
OCTOBER
OCTOBER 19-20, 2024: NATIONAL CONFERENCE FOR HIGH COURT JUSTICES ON DEVELOPMENT OF CONSTITUTIONAL LAW BY THE SUPREME COURT AND HIGH COURTS [P-1418]
OCTOBER 26-27, 2024: REGIONAL CONFERENCE (SOUTH ZONE - I) [P-1419]
Copyright © 2024-25 National Judicial Academy All Right Reserved                                                                                     Website Hosted By- National Informatics Centre , M.P. State Centre Madhya Pradesh"
https://pfms.nic.in/NewDefaultHome.aspx,"
The Website is intended to provide the information on the Schemes of Union Government to the different stakeholders. The information reflected here is based on data uploaded by the different Central Government Departments and Ministries. While utmost care has been taken to provide accurate and updated information, Office of the Controller General of Accounts does not hold any responsibility on accuracy, completeness, adequacy, validity and reliability of information for any purpose.
3rd & 4th Floor, Shivaji Stadium Annexe Connaught Place, Shaheed Bhagat Singh Marg,
New Delhi – 110001
(011) 23343860
helpdesk-pfms[at]gov[dot]in
Last Updated : © 2024 PFMS. All Right Reserved
Image by vecstock on FreepikLog In


Disclaimer
PFMS Policies
Reach Us

Public Financial Management System - PFMS
Terms and Conditions
FAQ
Website Manager"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/vision-document/,"Last updated: 11-08-2021
National Mission for Justice Delivery and Legal Reforms was set up in August, 2011 with the twin objectives of reducing delays and arrears in the system and enhancing accountability through structural changes, thereby setting performance standards and capacities. The Mission has been pursuing a coordinated approach for phased liquidation of arrears and pendency in judicial administration, which, inter-alia, involves better infrastructure for courts including computerization, increase in strength of subordinate judiciary, policy and legislative measures in the areas prone to excessive litigation, re-engineering of court procedure for quick disposal of cases and emphasis on human resource development.
To advise on the goals, objectives and strategies of the National Mission and the Action Plan and its implementation, an Advisory Council has been set up under the Chairmanship of Minister of Law and Justice with a wide ranging membership.  An action plan of the National Mission was formulated under 5 strategic initiatives, inspired by the Vision Statement, which are reviewed by the Advisory Council of the National Mission from time to time.  Eleven (11)  meetings of the Advisory Council have been held so far.  Last meeting of the Advisory Council was held on 19.02.2019. Activities under the National Mission are of an on-going nature and regular reports are presented before the Advisory Council of the National Mission.
Download Vision Statement (5 MB) (Published Date – 11-08-2021)
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Vision Document"
https://doj.gov.in/advisory-council/,"Last updated: 11-08-2021
Union Minister of Law and Justice
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Advisory Council
Composition of the Advisory Council of National Mission (as on 19.02.2019)
Chairperson
Members
Convenor"
https://bhuvan-nyayavikas.nrsc.gov.in/,"21,524 Court Halls are available in the country
18,951 Residential Units are available for the Judiciary
View Project's Progress on NyayaVikas Dashboard
The Department of Justice has been implementing the Centrally Sponsored Scheme(CSS) for Development of Infrastructure Facilities for Districts and Subordinate Judiciary since 1993-94.

Under the Scheme , the central assistance is provided to the State Government / UT Administrations for construction of court halls and residential units for Judicial Officers / Judges of District and Subordinate Courts. With further extension of the scheme beyond 31.03.2021, some new features like Lawyers Hall, Toilet complexes and Digital computer rooms have been added to the scheme for the convenience of lawyers and litigants, besides court halls and residential units. The funds sharing pattern under the Scheme for Center and State is 60:40 in respect of States other than North Eastern and Himalayan States. The funds sharing pattern is 90:10 in respect of North Eastern and Himalayan States; and 100% in respect of Union Territories.

This portal has been created for monitoring the implementation of this Scheme.
Login to update the project progress and monitor it
























































Visitors :
Department of Justice
Jaisalmer House
New Delhi
Email: help-nyayavikas[at]gov[dot]in
Phone: +91 11 2307 2136 
Fax: +91 11 2307 2552
Department of Justice
ISRO
Privacy Policy
© Copyright @2019, All Rights Reserved, Department of Justice
Website Content Managed by Department of Justice, Government of India
Disclaimer : The contents of this website are for information purposes only, enabling the public at large to have a quick and an easy access to information and do not have any legal sanctity.Nyaya Vikas
Court Building, Nagode District, Satna




Nyaya Vikas
FAQ
Important Documents
Monitoring of Centrally Sponsored Scheme for Development of Infrastructure for Judiciary
21,524
18,951
Dashboard
User Manual
Photo Gallery
Important Documents
What is the purpose of having a web-portal in addition to the mobile app?
What are the roles and responsibilities of the State User-Nodal Officer?
What are the roles and responsibilities of the moderator?
What are the roles and responsibilities of the surveyor?
How would the State User-Nodal Officer, Surveyor and Moderator get their User IDs and passwords?
What should be the UC format that has to be uploaded on the web-portal?
What is the purpose of Nyaya Vikas?
Who can enter information in the Nyaya Vikas web-portal?
Who are known as ‘STATE USERS’?
Who are Nodal Officers, Moderators and Surveyors and who nominates/appoints them?
How does users access the web-portal?
Do Nodal Officers, Surveyors and Moderators have log in ID’s for the web-portal?
Who is a ‘CENTRAL USER’ and what is his/her role?
What are the roles and responsibilities of Nodal Officers?
What are the roles and responsibilities of the Surveyor?
What are the roles and responsibilities of the Moderator?
Do all operating systems in mobile and computer (iOS, ubuntu, windows xp/vista etc.) support the web portal and Mobile App.?
Which are the preferred browsers for Nyaya Vikas URL?
What is meant by geo-tagging of project?
What are the reports that can be generated from the web-portal?
How is the data presented on Nyaya Vikas web-portal?
Is there a user manual available for the Nyaya Vikas web-portal?
Can the details once entered be deleted or modified?
Is there a specific format in which the utilization certificate is uploaded on the web- portal?
What happens if one forgets the password?
Is there is a limit on the number of characters when entering the data on the web-portal?
Is there is a limit on the number of characters when entering the data on the web-portal?
Is there a restriction on using special characters while entering data on the web-portal?
What is the key role of Nyaya Vikas mobile application?
Who are the users of Nyaya Vikas mobile application?
How does the Surveyor use the Mobile Application?
What is the role of the moderator?
Who appoints the Surveyors and Moderators?
How would the Surveyors and Moderators get their user IDs and Passwords?
How to download Nyaya Vikas mobile application?
How to use the Nyaya Vikas mobile app?
Who can upload the pictures of the project through mobile app?
Can others Surveyors from other districts share the application of a district?
On what type of mobile phones can this application be downloaded?
How to login once the Nyaya Vikas mobile app is downloaded?
What are the mandatory steps to follow once logged in to the mobile app?
What is the standard size of the pictures that can be uploaded on the mobile app?
How many pictures can be uploaded on the mobile app at a time? Can photos of the same project be uploaded at a later time?
What kind of information/data is required to be entered on the Nyaya Vikas mobile application by the Surveyor?
How frequently to enter details and photographs for one project?
Is there a limit on number of characters when entering the data?
Is there a restriction on using special characters while entering data?
Is there a provision to add remarks by the Surveyor/Moderator?
Once entered can data be modified?
Once the data is entered can it be deleted?
How to upload or submit the data if there is limited or no internet connectivity in the area?
Where to view the data that has been entered?
Once the data is submitted what happens next?
What will happen if the Moderator does not agree with the information entered by the surveyor?
Whom to contact when faced with technical difficulties?
Is there a user manual available for the Nyaya Vikas mobile application?
Address
Contact
Links
"
https://dashboard.doj.gov.in/eodb/,"





“The Doing Business Report* was the flagship publication of the World Bank Group that benchmarked business regulations in 191 economies on 10 areas of business regulation such as: Starting a Business, Dealing with Construction Permits, Getting Electricity, Registering Property, Getting Credit, Protecting Minority Investors, Paying Taxes,Trading across Borders, Enforcing Contracts, and Resolving Insolvency.
The Ease of Doing Business (EoDB) index was a ranking system established bythe World Bank Group wherein the ‘higher rankings’ (a lower numerical value)indicated better and usually simpler regulations for businesses and strongerprotections of property rights.The Ease Of Doing Business Score showed an economy’s absolute positionrelative to the best regulatory performance, whereas the ease of doing businessranking was an indication of an economy’s position relative to that of othereconomies.
The Enforcing Contracts indicator measured the time and cost for the resolution of a standardized commercial dispute as well as a series of good practices in the judiciary. Therefore, Time, Cost and Quality of Judicial Process were the three variables which the World Bank had taken into account for ranking the countries on the Enforcing Contracts parameter of the Ease of Doing Business Ranking. Only Delhi and Mumbai were under the purview of the Ease of Doing Business survey by World Bank.
The Department of Justice is the nodal department for the Enforcing Contracts Indicator. The Government of India has been aggressively pursuing various reform measures to create an effective, efficient, transparent and robust ‘Contract Enforcement Regime’. Several rounds of meetings have been held with the judicial and legal fraternity, educational institutions, leading law firms, corporate bodies, etc. to work in an integrated manner to improve the quality and efficiency of commercial courts.
The ‘Doing Business Report’ by World Bank Group has been discontinued. The World Bank is working on a new and more comprehensive framework called Business-Ready for assessing the business and investment climate in economies worldwide.
The data for the Ease of Doing Business rankings was collected by a combination of study of the codes of civil procedure, court regulations as well as questionnaires survey by local litigation lawyers and judges.

The Overall Rank of India in the Doing Business Report 2015 was 142 out of 190 economies. The rank improved to 63rd Position in the Doing Business Report 2020 released in October 2019. This was a significant improvement of 79 positions from the Doing Business Report 2015. In Enforcing Contracts indicator, India achieved 163rd position in the Doing Business Report 2020, an improvement of 23 positions from the 186th rank in the Doing Business Report 2015.
ENFORCING CONTRACTS


EASE OF DOING BUSINESS





ABOUT ENFORCING CONTRACTS
Methodology
RANKING


"
https://dashboard.doj.gov.in/gn/,"Dashboard
Introduction
Notified Gram Nyayalayas
Operational Gram Nyayalayas
Fund Released by DOJ
Pending cases (Civil)
Pending cases (Criminal)
Gram Nyayalaya Act 2008
Guidelines of Gram Nyayalaya Schemes
Gram Nyayalaya Related Orders
Notified Gram Nyayalayas
Operational Gram Nyayalayas
Funds Released by DOJGram Nyayalaya
Dashboard
481
313
8340 (Rs. in lakhs)









"
https://doj.gov.in/scheme-for-action-research-and-studies-on-judicial-reforms-5/,"Last updated: 13-08-2024
A Plan Scheme for Action Research and Studies on Judicial Reforms is being implemented by the National Mission for Justice Delivery and Legal Reforms since 2013. Under the Scheme, financial assistance is being extended for undertaking action research / evaluation / monitoring studies, organizing seminars / conferences / workshops, capacity building for research and monitoring activities, publication of report/material, promotion of innovative programmes / activities in the areas of Justice Delivery, Legal Research and Judicial Reforms. From the financial year 2021-22 onwards, the Scheme was incorporated under the “non-scheme” component of Department of Justice.
Reputed institutions working in the field of justice delivery, legal education and research and judicial reforms may apply as per the Scheme guidelines. The Guidelines prescribed format and other details about the Scheme for Action Research and Studies on Judicial Reforms can be accessed below :

























Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Scheme for Action Research and Studies on Judicial Reforms











Scope of Scheme
Eligible Implementing Authorities
Guidelines
List of Action Research Topics
Project Sanctioning Committee
Implementation
Project Reports
Sanction Orders
Registration link for NGO's/VO's/Registered Companies
List of Ongoing projects"
https://dashboard.doj.gov.in/sanctiondata/index.php,"Dashboard
Sanctioned Posts of Subordinate Judiciary
Working Strength of Subordinate Judiciary
Vacancy in Subordinate Judiciary
DISCLAIMER:Information depicted above is provided by respective High Courts on Department of Justice MIS portal
VACANCY POSITION OF JUDICIAL OFFICERS IN DISTRICT AND SUBORDINATE COURTS OF INDIA









"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://dashboard.doj.gov.in/ecourts-projects-phaseI/index.php,"About Us
Video Conferencing Equipments(Jails & Courts)
Sites Prepared
LAN installed
High Court-wise hardware
High Court-wise CIS Software Installation
Judicial Officers and System Administrators trained
High Court Wise Laptop DistributionAbout Us









"
https://dashboard.doj.gov.in/ecourts-projects-phaseII/index.php,"Dashboard
Funds
Video Conferencing(Jails & Courts)
Virtual Courts
Video Conferencing
WAN
Plan & Policy Document and Sanction OrderStatus of Fund Allocation









"
https://doj.gov.in/phase-iii/,"The Union Cabinet chaired by the Prime Minister Shri Narendra Modi has approved the eCourts Project Phase III as a Central Sector Scheme spanning four years (2023 onwards) with financial outlay of Rs.7210 crore.
In line with the vision of Hon’ble Prime Minister Shri Narendra Modi ji’s “Sabka Sath, Sabka Vikas and Sabka Vishwas”, eCourts Mission Mode Project is the prime mover for improving access to justice using technology. As part of the National eGovernance Plan, the e-Courts Project is under implementation since 2007 for ICT enablement of the Indian Judiciary the Phase II of which has concluded in 2023. Phase III of the e-Courts Project in India is rooted in philosophy of “access and inclusion”.
Taking the gains of Phase-I and Phase-II to the next level, the e-Courts Phase-III aims to usher in a regime of maximum ease of justice by moving towards digital, online and paperless courts through digitization of the entire court records including legacy records and by bringing in universalization of e-Filing/ e-Payments through saturation of all court complexes with e-Sewa Kendras. It will put in place intelligent smart systems enabling data-based decision making for judges and registries while scheduling or prioritizing cases. The main objective of the Phase-III is to create a unified technology platform for the judiciary, which will provide a seamless and paperless interface between the courts, the litigants and other stakeholders.
The Central Sector Scheme of eCourts Phase III is being implemented under the joint partnership of Department of Justice, Ministry of Law & Justice, Government of India and eCommittee, Supreme Court of India, in a decentralized manner through the respective High Courts to develop a judicial system that would promote ease of justice by making the system more accessible, affordable, reliable, predictable, and transparent for all stakeholders.
Components of eCourts Phase III are as follows:-
The expected outcomes of the scheme are as follows:
Citizens who do not have access to technology can access the judicial services from eSewa Kendras, thus bridging the digital divide
Digitization of court records lays the foundation for all other digital services in the project. It enables processes to become more environmental friendly by minimizing paper-based filings and reducing the physical movement of documents.
Virtual participation in the court proceedings thus reducing costs associated with court proceedings, such as travel expenses for witnesses, judges, and other stakeholders.
Payment of court fees, fines and penalties from anywhere, anytime.
Expansion of eFiling for reducing the time and effort required to file documents. Thereby minimizing human errors as documents are automatically checked and also prevent further creation of paper based records.
Use of latest technologies like AI and its subsets Machine Learning (ML), Optical Character Recognition (OCR), Natural Language Processing (NLP) to provide a smoother user experience by building a “smart” ecosystem. Registries will have less data entry and minimal file scrutiny facilitating better decision-making and policy planning. It envisages smart scheduling, intelligent system that enables data-based decision making for judges and registries, allows for greater predictability and optimisation of the capacity of judges and lawyers.
Expansion of virtual courts beyond the adjudication of traffic violation cases, thereby eliminating the presence of litigant or lawyer in the court.
Enhanced accuracy and transparency in court proceedings
Emphasis on automated delivery of court summons by further expanding the NSTEP (National Serving and Tracking of Electronic Processes), hence drastically reducing the delays in trials.
Use of emerging technologies in court processes will make them more efficient and effective, hence contributing significantly towards the reduction of pendency cases.
 
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Phase-III
Cabinet approves eCourts Phase III for 4 years"
https://ecommitteesci.gov.in/administrative-setup/,"Content Owned by eCommittee, Supreme Court of India
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 08, 2024Administrative Setup
e-Committee Composition"
https://ecommitteesci.gov.in/publication-type/newsletters/,"Author : eCommittee
Subject : Newsletter – July 2024
Language : English
Date : 2024
Author : eCommittee
Subject : Newsletter – June 2024
Language : English
Date : 2024
Author : e-Committee
Subject : Newsletter May 2024
Language : English
Date : 2024
Author : eCommittee
Subject : Newsletter April 2024
Language : English
Date : 2024
Author : eCommittee
Subject : Newsletter March 2024
Language : English
Date : 2024
Author : eCommittee
Subject : Newsletter February 2024
Language : English
Date : 2024
Author : eCommittee
Subject : Newsletter January 2024
Language : English
Date : 2024
Author : eCommittee
Subject : Newsletter December 2023
Language : English
Date : 2023
Author : e-Committee
Subject : Newsletter November 2023
Language : English
Date : 2023
Author : e-Committee
Subject : Newsletter October 2023
Language : English
Date : 2023
Author : e-Committee
Subject : Newsletter September 2023
Language : English
Date : 2023
Author : eCommittee
Subject : Newsletter August 2023
Language : English
Date : 2023
Author : eCommittee
Subject : Newsletter July 2023
Language : English
Date : 2023
Author : eCommittee
Subject : Newsletter June 2023
Language : English
Date : 2023
Author : eCommittee
Subject : Newsletter May 2023
Language : English
Date : 2023
Content Owned by eCommittee, Supreme Court of India
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 04, 2024Newsletters
e-Committee Newsletter – July 2024
e-Committee Newsletter – June 2024
e-Committee Newsletter – May 2024
e-Committee Newsletter – April 2024
e-Committee Newsletter – March 2024
e-Committee Newsletter – February 2024
e-Committee Newsletter – January 2024
e-Committee Newsletter – December 2023
e-Committee Newsletter – November 2023
e-Committee Newsletter – October 2023
e-Committee Newsletter – September 2023
e-Committee Newsletter – August 2023
e-Committee Newsletter – July 2023
e-Committee Newsletter – June 2023
e-Committee Newsletter – May 2023"
https://doj.gov.in/#,"









DEPARTMENT OF JUSTICE
Latest News













"
https://doj.gov.in/ecourts-mmp-ecourts-achievements-computerization-and-wan-connectivity/,"Last updated: 07-10-2024

The Wide Area Network (WAN) Project under eCourts project is aimed at connecting all District and Subordinate court complexes, spread across the country using various technologies like OFC, RF, VSAT. So far, 2977 sites have been commissioned out of 2992 sites with 10 Mbps to 100 Mbps bandwidth speed (completing 99.5% sites). This forms the backbone for the eCourts project ensuring data connectivity in courts across the length and breadth of the country.
Many courts under the eCourts project are located in far flung areas, termed as Technically Not Feasible (TNF) sites, where terrestrial cable cannot be used. These sites are being connected using alternative means like RF, VSAT, Submarine cable etc. In the COVID-19 scenario, this WAN connectivity enabled better Video Conferencing facilities and improved access to justice.

To know more, click on https://dashboard.doj.gov.in/ecourts-projects-phaseII/wan.php
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Computerization and WAN connectivity"
https://doj.gov.in/cis-and-covid-management-software-patch/,"Last updated: 07-10-2024
Case Information Software (CIS) which forms the basis for the e court services is based on customized Free and Open-Source Software (FOSS) which has been developed by NIC.Currently, CIS National Core Version 3.2 is being implemented in District Courts and the CIS National Core Version 1.0 is being implemented for the High Courts.
Every single case has been provided a Unique Identification code which is called CNR number and QR Code. This has led to the development of National Judicial Data Grid (NJDG) as a new communication pipeline for judicial data transmission
To ensure smooth functioning of Courts during COVID-19 pandemic, a new software patch has been developed to help in smart scheduling of cases.Courts can now hear urgent cases in scheduled time slots and accommodate the convenience of lawyers to prevent conflicting engagements and has proved to be effective in managing overcrowding in court premises.

Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024CIS and COVID Management Software Patch"
https://doj.gov.in/the-national-judicial-data-grid-njdg/,"Last updated: 07-10-2024

National Judicial Data Grid (NJDG) is a database of orders, judgments and case details of 18,735 District & Subordinate Courts and High Courts created as an online platform under the eCourts Project. Data is updated on a near real-time basis by the connected District and Taluka courts. It provides data relating to judicial proceedings/decisions of all computerized district and subordinate courts of the country. All High Courts have also joined the National Judicial Data Grid (NJDG) through web services, providing easy access facility to the litigant public.
Through the eCourts services platform using elastic search technology, currently litigants can access case status information in respect of over 26.35 crore cases and more than 27.06 crore orders / judgments pertaining to these computerized courts as on 02.09.2024. On 14.09.2023, Supreme Court of India has onboarded its data on National Judicial Data Grid.
Case data is available on NJDG for both civil and criminal cases with the ability to perform drill-down analysis based on the age of the case as well as the State and District.
NJDG works as a monitoring tool to identify, manage & reduce pendency of cases. It helps to provide timely inputs for making policy decisions to reduce delays in disposing of cases and helps in reducing case pendency. It also facilitates better monitoring of court performance and systemic bottlenecks, and, thus, serves as an efficient resource management tool. To track cases related to land disputes, Land Records data of 26 States have been linked with NJDG.
World Bank praised the National Judicial Data Grid in the Ease of Doing Business report for 2018, that it made possible to generate case management reports, thereby making it easier to enforce contracts.
In consonance with the National Data Sharing and Accessibility Policy (NDSAP) announced by the Government of India, Open Application Programming Interface (API) has been provided to the Central & State Government to allow easy access to the NJDG data using a departmental ID and access key. This will allow the institutional litigants to access the NJDG data for their evaluation and monitoring purposes. It is proposed to expand the facility to non-institutional litigants as well in future.
Recently, reasons for delay have been included in NJDG. The inclusion of feature specifying the reasons for delay on the NJDG portal has the potential to keep a proper track on issues which the judiciary faces while adjudicating cases and consequently enables them and the decision makers to take various steps in the direction of redressing the burgeoning pendency of cases. Apart from that, individual reason for delay highlights the problems at a granular level, which otherwise would be cumbersome to be tracked upon and thereby remedied. 
* Data for October 2024 will be updated, once the migration on new NJDG portal is complete.

For more information, please visit https://njdg.ecourts.gov.in/scnjdg/ for NJDG Supreme Court, https://njdg.ecourts.gov.in/hcnjdgnew/ for NJDG High Courts and https://njdg.ecourts.gov.in/njdgnew/index.php for NJDG District & Subordinate Courts.
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024The National Judicial Data Grid (NJDG)"
https://doj.gov.in/virtual-courts/,"Last updated: 07-10-2024
A novel concept of virtual courts has been introduced under the eCourts project to deal with petty traffic offence cases. The concept is aimed at reducing footfalls in the courts by eliminating the physical presence of violator or advocate in the court. Virtual court can be managed by virtual judge whose jurisdiction can be extended to entire state and working hours may be 24X7. Neither litigant need to come to court nor judge will have to physically preside over the court. Thus, precious judicial time and manpower will be saved.
As on 31.08.2024, there are 28 such courts in 21 States / UTs viz. Delhi (2), Haryana, Chandigarh, Gujarat (2), Tamil Nadu, Karnataka, Kerala (2), Maharashtra (2), Assam, Chhattisgarh, Jammu and Kashmir (2), Uttar Pradesh, Odisha, Meghalaya, Himachal Pradesh, Uttarakhand (2), Madhya Pradesh, Tripura, West Bengal, Rajasthan and Manipur (2).
Facility is provided for Litigants to file the plaint electronically through e-Filing and pay the Court Fees or Fine online through pay.ecourts.gov.in. Litigant can view the status of the case also online through various channels created for service delivery hence the entire exercise can be done sitting at home. Over 5.62 crore cases (5,62,62,766) have been handled by 28 virtual courts and in more than 59 lakhs (59,66,462) cases, online fine of more than Rs. 612.81 crores have been realized till 31.08.2024.

To know more, click on https://dashboard.doj.gov.in/ecourts-projects-phaseII/virtual_courts.php
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Virtual Courts"
https://doj.gov.in/video-conferencing/,"Last updated: 07-10-2024
Video conferencing emerged as the mainstay of the Courts during the Covid lockdown period as physical hearings and normal court proceedings in the congregational mode were not possible. Since Covid lockdown started, The District & Subordinate courts heard 2,42,18,903 cases while the High Courts heard 88,86,450 cases (totalling 3.31 crore) till 31.08.2024 using video conferencing.
The Supreme Court heard 7,54,443 hearings till 04.06.2024 since the beginning of lockdown period. To bring about uniformity and standardization in the conduct of VC, an overarching order was passed by the Hon’ble Supreme Court of India on 6th April 2020 which gave legal sanctity and validity to the court hearings done through VC. Further, VC rules were framed by a 5-judge committee which was circulated to all the High Courts for adoption after local contextualization. A total of 28 High Courts have implemented Video Conferencing rules. Additionally, under the jurisdiction of these High Courts, District Courts of all have adopted the Video Conferencing rules as on 31.08.2024. As part of the “Atma Nirbhar App Challenge” Indian made Video Conferencing App, Bharat VC, has been shortlisted and is under trial for use as uniform Video Conferencing platform. One video conference equipment each has been provided to all Court Complexes including taluk level courts and additionally funds have been sanctioned for additional VC equipment for 14,443 court rooms. Funds for setting up 2506 VC Cabins have been made available. Additional 1500 VC Licenses have been acquired. VC facilities are already enabled between 3240 court complexes and corresponding 1272 jails. A sum of Rs. 7.60 crore has been released for procurement of 1732 Document Visualizers.
The Uttarakhand High Court has started mobile e-courts van equipped with Wi-Fi and computers for video conferencing for speedy disposal of cases in remote hill areas of the state which do not have easy access to courts. A similar initiative was made functional by High Court of Telangana as well.
 

 

 

To know more, click on https://dashboard.doj.gov.in/ecourts-projects-phaseII/vc_jails_courts.php and https://dashboard.doj.gov.in/ecourts-projects-phaseII/video_conferencing.php
Content Owned by DEPARTMENT OF JUSTICE, Ministry of Law and Justice, GOI
Developed and hosted by National Informatics Centre,
Ministry of Electronics & Information Technology, Government of India
Last Updated: Oct 18, 2024Video Conferencing"
